TicketID,CreatedAt,ClosedAt,Priority,Type,Status,Region,Channel,SLA_Target_Hours,Resolution_Hours,SLA_Met
4946,2025-05-25,2025-05-30 07:00:00,Medium,Request,Closed,Pacífico,Retail,48,127.0,0
4947,2025-01-28,2025-02-05 01:00:00,Low,Incident,Resolved,Caribe,Ecommerce,72,193.0,0
4948,2025-03-26,2025-03-27 08:00:00,Low,Incident,Open,Pacífico,Retail,72,32.0,1
4949,2025-07-24,2025-07-28 06:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,102.0,0
4950,2024-04-26,2024-04-26 07:00:00,Low,Incident,Resolved,Pacífico,Retail,72,7.0,1
4951,2025-03-23,2025-03-28 18:00:00,Low,Request,Resolved,Amazonía,Retail,72,138.0,0
4952,2024-01-16,2024-01-17 05:00:00,Medium,Change,Resolved,Amazonía,Ecommerce,48,29.0,1
4953,2024-11-08,2024-11-09 00:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,24.0,1
4954,2025-07-22,2025-07-24 12:00:00,Low,Request,Open,Caribe,Partners,72,60.0,1
4955,2025-04-23,2025-04-29 13:00:00,Medium,Incident,Resolved,Andina,Retail,48,157.0,0
4956,2025-04-06,2025-04-14 06:00:00,High,Incident,Resolved,Orinoquía,Retail,24,198.0,0
4957,2024-03-14,2024-03-18 17:00:00,Medium,Incident,Resolved,Andina,Retail,48,113.0,0
4958,2025-04-24,2025-04-30 06:00:00,Medium,Change,Resolved,Orinoquía,Retail,48,150.0,0
4959,2024-02-13,2024-02-17 01:00:00,Low,Request,Resolved,Caribe,Partners,72,97.0,0
4960,2024-12-28,2025-01-05 04:00:00,Medium,Request,Resolved,Caribe,Partners,48,196.0,0
4961,2025-01-04,2025-01-06 16:00:00,Medium,Request,Closed,Caribe,Retail,48,64.0,0
4962,2024-03-28,2024-04-03 20:00:00,Low,Change,Resolved,Orinoquía,Retail,72,164.0,0
4963,2024-06-24,2024-06-25 22:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,46.0,1
4964,2025-09-24,2025-09-24 15:00:00,Low,Request,Open,Amazonía,Ecommerce,72,15.0,1
4965,2025-02-17,2025-02-21 09:00:00,Medium,Request,Resolved,Amazonía,Retail,48,105.0,0
4966,2025-05-06,2025-05-10 18:00:00,Medium,Request,Resolved,Pacífico,Partners,48,114.0,0
4967,2024-08-09,2024-08-13 06:00:00,Critical,Incident,Closed,Amazonía,Partners,24,102.0,0
4968,2025-05-01,2025-05-02 00:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,24.0,1
4969,2025-06-02,2025-06-07 04:00:00,High,Request,Closed,Andina,Partners,24,124.0,0
4970,2024-09-02,2024-09-02 18:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,18.0,1
4971,2024-08-05,2024-08-12 04:00:00,Critical,Incident,Closed,Amazonía,Partners,24,172.0,0
4972,2024-07-21,2024-07-24 10:00:00,Low,Incident,Closed,Pacífico,Partners,72,82.0,0
4973,2025-09-23,2025-09-23 23:00:00,Medium,Incident,Closed,Caribe,Retail,48,23.0,1
4974,2024-06-19,2024-06-26 09:00:00,Low,Incident,Closed,Amazonía,Retail,72,177.0,0
4975,2024-12-22,2024-12-25 14:00:00,Medium,Request,Resolved,Amazonía,Ecommerce,48,86.0,0
4976,2024-11-25,2024-12-01 13:00:00,Low,Request,Resolved,Pacífico,Partners,72,157.0,0
4977,2025-09-09,2025-09-10 09:00:00,Low,Request,Closed,Amazonía,Retail,72,33.0,1
4978,2025-03-10,2025-03-16 07:00:00,Low,Request,Closed,Orinoquía,Ecommerce,72,151.0,0
4979,2024-06-26,2024-07-03 04:00:00,High,Incident,Closed,Amazonía,Ecommerce,24,172.0,0
4980,2024-10-26,2024-10-26 01:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,1.0,1
4981,2024-06-22,2024-06-24 14:00:00,Low,Change,Resolved,Caribe,Retail,72,62.0,1
4982,2024-11-05,2024-11-06 08:00:00,Low,Incident,Closed,Amazonía,Partners,72,32.0,1
4983,2024-09-07,2024-09-14 04:00:00,Medium,Request,Closed,Andina,Retail,48,172.0,0
4984,2025-02-16,2025-02-23 04:00:00,Low,Request,Resolved,Caribe,Partners,72,172.0,0
4985,2025-09-02,2025-09-09 00:00:00,Low,Incident,Resolved,Caribe,Retail,72,168.0,0
4986,2024-12-03,2024-12-05 09:00:00,Low,Request,Closed,Orinoquía,Partners,72,57.0,1
4987,2025-01-08,2025-01-15 17:00:00,Low,Request,Resolved,Orinoquía,Retail,72,185.0,0
4988,2024-09-26,2024-09-30 10:00:00,Medium,Incident,Open,Caribe,Retail,48,106.0,0
4989,2024-12-13,2024-12-17 09:00:00,Critical,Change,Resolved,Orinoquía,Ecommerce,24,105.0,0
4990,2025-01-12,2025-01-17 12:00:00,Low,Incident,Closed,Pacífico,Retail,72,132.0,0
4991,2024-11-14,2024-11-14 15:00:00,Low,Change,Closed,Amazonía,Retail,72,15.0,1
4992,2024-09-29,2024-10-02 18:00:00,Low,Incident,Resolved,Pacífico,Retail,72,90.0,0
4993,2024-03-09,2024-03-14 08:00:00,Low,Incident,Closed,Amazonía,Partners,72,128.0,0
4994,2024-08-18,2024-08-25 17:00:00,Low,Incident,Closed,Amazonía,Partners,72,185.0,0
4995,2024-03-18,2024-03-23 02:00:00,Low,Incident,Closed,Pacífico,Partners,72,122.0,0
4996,2024-10-14,2024-10-22 03:00:00,Low,Incident,Closed,Amazonía,Retail,72,195.0,0
4997,2024-03-11,2024-03-16 09:00:00,Low,Request,Resolved,Amazonía,Retail,72,129.0,0
4998,2024-09-05,2024-09-07 12:00:00,Low,Incident,In Progress,Andina,Ecommerce,72,60.0,1
4999,2024-02-13,2024-02-16 08:00:00,Medium,Request,In Progress,Andina,Retail,48,80.0,0
5000,2025-01-20,2025-01-22 19:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,67.0,0
5001,2025-02-05,2025-02-10 21:00:00,Low,Request,Resolved,Caribe,Retail,72,141.0,0
5002,2024-11-16,2024-11-18 19:00:00,High,Request,Closed,Orinoquía,Ecommerce,24,67.0,0
5003,2024-11-09,2024-11-13 03:00:00,High,Request,Closed,Pacífico,Retail,24,99.0,0
5004,2024-02-02,2024-02-06 09:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,105.0,0
5005,2024-04-19,2024-04-26 01:00:00,Low,Incident,In Progress,Caribe,Retail,72,169.0,0
5006,2024-08-03,2024-08-09 21:00:00,Medium,Request,Open,Amazonía,Retail,48,165.0,0
5007,2025-08-24,2025-08-28 14:00:00,Medium,Request,Closed,Orinoquía,Partners,48,110.0,0
5008,2025-01-10,2025-01-17 04:00:00,High,Request,Resolved,Amazonía,Ecommerce,24,172.0,0
5009,2024-11-21,2024-11-21 06:00:00,Low,Incident,Closed,Orinoquía,Retail,72,6.0,1
5010,2024-10-27,2024-11-03 16:00:00,Medium,Incident,Resolved,Amazonía,Partners,48,184.0,0
5011,2024-01-29,2024-01-30 22:00:00,Medium,Request,Closed,Caribe,Partners,48,46.0,1
5012,2025-05-07,2025-05-12 09:00:00,Low,Incident,Resolved,Andina,Partners,72,129.0,0
5013,2024-07-20,2024-07-28 03:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,195.0,0
5014,2024-01-01,2024-01-07 21:00:00,Low,Incident,Closed,Orinoquía,Retail,72,165.0,0
5015,2024-09-16,2024-09-18 09:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,57.0,0
5016,2024-02-18,2024-02-18 07:00:00,Low,Incident,Resolved,Andina,Partners,72,7.0,1
5017,2025-06-19,2025-06-24 22:00:00,High,Incident,Resolved,Andina,Partners,24,142.0,0
5018,2024-10-27,2024-11-03 22:00:00,Low,Incident,Resolved,Caribe,Retail,72,190.0,0
5019,2025-06-10,2025-06-17 14:00:00,High,Incident,Resolved,Pacífico,Retail,24,182.0,0
5020,2025-02-02,2025-02-04 05:00:00,Medium,Incident,Resolved,Pacífico,Ecommerce,48,53.0,0
5021,2025-06-10,2025-06-15 09:00:00,Low,Change,Resolved,Orinoquía,Partners,72,129.0,0
5022,2024-07-12,2024-07-12 05:00:00,Low,Incident,Closed,Caribe,Retail,72,5.0,1
5023,2024-06-30,2024-06-30 09:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,9.0,1
5024,2025-09-24,2025-09-25 22:00:00,Low,Incident,Resolved,Andina,Retail,72,46.0,1
5025,2025-08-17,2025-08-17 22:00:00,Low,Request,Closed,Pacífico,Partners,72,22.0,1
5026,2024-07-10,2024-07-13 23:00:00,Medium,Request,Closed,Orinoquía,Ecommerce,48,95.0,0
5027,2025-07-20,2025-07-24 11:00:00,High,Incident,Closed,Caribe,Partners,24,107.0,0
5028,2025-02-21,2025-02-23 19:00:00,Medium,Request,Closed,Amazonía,Retail,48,67.0,0
5029,2024-10-27,2024-10-27 14:00:00,Medium,Incident,Closed,Amazonía,Retail,48,14.0,1
5030,2025-09-01,2025-09-02 17:00:00,Low,Incident,Open,Andina,Ecommerce,72,41.0,1
5031,2024-11-17,2024-11-20 19:00:00,Medium,Request,Open,Orinoquía,Retail,48,91.0,0
5032,2024-10-15,2024-10-18 11:00:00,Medium,Request,Closed,Amazonía,Partners,48,83.0,0
5033,2024-04-04,2024-04-04 01:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,1.0,1
5034,2025-02-21,2025-02-26 23:00:00,High,Incident,Resolved,Andina,Ecommerce,24,143.0,0
5035,2025-02-06,2025-02-09 04:00:00,High,Request,Closed,Caribe,Retail,24,76.0,0
5036,2024-06-13,2024-06-14 20:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,44.0,1
5037,2024-04-10,2024-04-15 14:00:00,Low,Incident,Closed,Orinoquía,Partners,72,134.0,0
5038,2024-05-21,2024-05-24 21:00:00,Low,Change,In Progress,Andina,Retail,72,93.0,0
5039,2025-02-09,2025-02-14 20:00:00,Medium,Incident,Resolved,Caribe,Retail,48,140.0,0
5040,2024-08-21,2024-08-29 00:00:00,Medium,Incident,Closed,Pacífico,Ecommerce,48,192.0,0
5041,2024-10-19,2024-10-19 06:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,6.0,1
5042,2025-08-14,2025-08-17 13:00:00,Medium,Incident,Resolved,Andina,Ecommerce,48,85.0,0
5043,2025-04-30,2025-05-07 09:00:00,Medium,Incident,In Progress,Caribe,Ecommerce,48,177.0,0
5044,2025-04-28,2025-04-29 03:00:00,Low,Incident,Resolved,Pacífico,Partners,72,27.0,1
5045,2024-12-19,2024-12-20 03:00:00,Critical,Request,Resolved,Pacífico,Retail,24,27.0,0
5046,2025-04-07,2025-04-07 22:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,22.0,1
5047,2025-02-04,2025-02-08 19:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,115.0,0
5048,2024-01-15,2024-01-19 06:00:00,Low,Request,In Progress,Andina,Retail,72,102.0,0
5049,2024-03-23,2024-03-23 22:00:00,High,Change,Closed,Pacífico,Retail,24,22.0,1
5050,2024-10-08,2024-10-12 13:00:00,Low,Incident,Closed,Amazonía,Partners,72,109.0,0
5051,2024-11-23,2024-11-29 22:00:00,Low,Request,Resolved,Andina,Retail,72,166.0,0
5052,2024-11-02,2024-11-02 23:00:00,Low,Request,In Progress,Amazonía,Retail,72,23.0,1
5053,2024-01-18,2024-01-22 13:00:00,Medium,Request,Resolved,Caribe,Retail,48,109.0,0
5054,2024-09-13,2024-09-15 02:00:00,Low,Request,In Progress,Amazonía,Partners,72,50.0,1
5055,2025-04-14,2025-04-18 11:00:00,Medium,Request,Closed,Andina,Ecommerce,48,107.0,0
5056,2025-01-12,2025-01-15 10:00:00,High,Request,Resolved,Andina,Retail,24,82.0,0
5057,2025-06-17,2025-06-25 03:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,195.0,0
5058,2024-05-22,2024-05-24 05:00:00,High,Request,In Progress,Amazonía,Ecommerce,24,53.0,0
5059,2024-03-09,2024-03-13 17:00:00,Low,Incident,Resolved,Andina,Partners,72,113.0,0
5060,2025-02-22,2025-03-01 18:00:00,Critical,Request,Closed,Pacífico,Retail,24,186.0,0
5061,2024-02-24,2024-03-01 02:00:00,Medium,Incident,Resolved,Amazonía,Retail,48,146.0,0
5062,2025-01-02,2025-01-02 21:00:00,Medium,Change,Closed,Amazonía,Partners,48,21.0,1
5063,2025-04-10,2025-04-17 01:00:00,Medium,Request,Resolved,Pacífico,Partners,48,169.0,0
5064,2024-02-10,2024-02-13 10:00:00,Low,Request,Resolved,Pacífico,Ecommerce,72,82.0,0
5065,2025-04-20,2025-04-22 09:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,57.0,1
5066,2025-07-05,2025-07-09 12:00:00,Medium,Incident,Closed,Amazonía,Ecommerce,48,108.0,0
5067,2025-07-03,2025-07-06 07:00:00,High,Incident,Closed,Pacífico,Retail,24,79.0,0
5068,2025-06-19,2025-06-26 22:00:00,Medium,Incident,Closed,Orinoquía,Retail,48,190.0,0
5069,2025-01-05,2025-01-05 15:00:00,High,Change,Resolved,Amazonía,Retail,24,15.0,1
5070,2024-09-10,2024-09-15 17:00:00,Critical,Incident,Resolved,Amazonía,Ecommerce,24,137.0,0
5071,2024-05-28,2024-06-02 08:00:00,Low,Incident,Closed,Amazonía,Partners,72,128.0,0
5072,2025-02-28,2025-03-04 19:00:00,Low,Request,Resolved,Caribe,Ecommerce,72,115.0,0
5073,2025-08-13,2025-08-17 11:00:00,Medium,Incident,Closed,Orinoquía,Ecommerce,48,107.0,0
5074,2025-07-30,2025-08-04 12:00:00,High,Incident,Closed,Andina,Ecommerce,24,132.0,0
5075,2024-03-16,2024-03-20 02:00:00,Medium,Request,Closed,Caribe,Retail,48,98.0,0
5076,2024-06-16,2024-06-19 04:00:00,High,Incident,Closed,Orinoquía,Retail,24,76.0,0
5077,2025-06-14,2025-06-19 20:00:00,Low,Incident,Resolved,Andina,Partners,72,140.0,0
5078,2024-04-11,2024-04-12 15:00:00,Medium,Request,Closed,Pacífico,Partners,48,39.0,1
5079,2025-02-21,2025-02-22 15:00:00,Medium,Change,Resolved,Pacífico,Partners,48,39.0,1
5080,2025-06-20,2025-06-26 01:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,145.0,0
5081,2024-05-18,2024-05-24 19:00:00,Low,Incident,Resolved,Caribe,Retail,72,163.0,0
5082,2025-01-20,2025-01-23 10:00:00,Low,Change,Resolved,Orinoquía,Ecommerce,72,82.0,0
5083,2024-11-29,2024-12-06 09:00:00,Medium,Incident,In Progress,Caribe,Partners,48,177.0,0
5084,2024-03-15,2024-03-18 19:00:00,High,Request,Resolved,Orinoquía,Partners,24,91.0,0
5085,2025-06-01,2025-06-05 06:00:00,Critical,Incident,Resolved,Andina,Partners,24,102.0,0
5086,2025-09-27,2025-10-01 20:00:00,Low,Incident,Resolved,Amazonía,Partners,72,116.0,0
5087,2024-11-01,2024-11-01 22:00:00,High,Request,In Progress,Pacífico,Ecommerce,24,22.0,1
5088,2024-01-23,2024-01-30 15:00:00,High,Request,Resolved,Pacífico,Retail,24,183.0,0
5089,2025-01-08,2025-01-11 05:00:00,Medium,Change,Resolved,Amazonía,Partners,48,77.0,0
5090,2024-03-16,2024-03-20 01:00:00,High,Incident,Closed,Caribe,Ecommerce,24,97.0,0
5091,2024-04-13,2024-04-14 00:00:00,Medium,Incident,Resolved,Andina,Partners,48,24.0,1
5092,2024-01-18,2024-01-25 07:00:00,High,Request,Resolved,Andina,Partners,24,175.0,0
5093,2024-04-09,2024-04-13 09:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,105.0,0
5094,2025-09-01,2025-09-08 20:00:00,Medium,Incident,Resolved,Orinoquía,Retail,48,188.0,0
5095,2025-04-13,2025-04-15 22:00:00,Medium,Request,Resolved,Pacífico,Partners,48,70.0,0
5096,2024-12-03,2024-12-10 16:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,184.0,0
5097,2025-09-15,2025-09-21 08:00:00,Medium,Request,Resolved,Andina,Partners,48,152.0,0
5098,2024-02-15,2024-02-23 05:00:00,Medium,Incident,Closed,Caribe,Ecommerce,48,197.0,0
5099,2024-05-26,2024-05-26 08:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,8.0,1
5100,2024-06-29,2024-07-01 20:00:00,Medium,Incident,Open,Caribe,Partners,48,68.0,0
5101,2025-06-27,2025-06-28 22:00:00,Low,Incident,Resolved,Pacífico,Retail,72,46.0,1
5102,2024-07-06,2024-07-13 03:00:00,Low,Request,Closed,Pacífico,Retail,72,171.0,0
5103,2024-10-28,2024-10-29 20:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,44.0,1
5104,2025-09-07,2025-09-08 23:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,47.0,1
5105,2025-06-16,2025-06-23 14:00:00,Medium,Incident,In Progress,Orinoquía,Retail,48,182.0,0
5106,2025-01-28,2025-01-31 20:00:00,Medium,Incident,Closed,Caribe,Partners,48,92.0,0
5107,2025-07-09,2025-07-15 19:00:00,Critical,Request,Closed,Andina,Ecommerce,24,163.0,0
5108,2024-04-13,2024-04-21 02:00:00,Medium,Request,Resolved,Orinoquía,Ecommerce,48,194.0,0
5109,2024-05-23,2024-05-25 10:00:00,Low,Incident,Resolved,Andina,Ecommerce,72,58.0,1
5110,2024-10-30,2024-10-30 17:00:00,High,Request,Resolved,Orinoquía,Retail,24,17.0,1
5111,2025-03-11,2025-03-11 04:00:00,Medium,Incident,Closed,Orinoquía,Partners,48,4.0,1
5112,2025-07-27,2025-08-03 23:00:00,Low,Request,Closed,Andina,Retail,72,191.0,0
5113,2025-03-19,2025-03-24 11:00:00,Low,Request,Resolved,Caribe,Retail,72,131.0,0
5114,2024-11-11,2024-11-15 05:00:00,Medium,Incident,Closed,Andina,Ecommerce,48,101.0,0
5115,2024-11-03,2024-11-05 07:00:00,Medium,Request,Resolved,Amazonía,Partners,48,55.0,0
5116,2024-04-18,2024-04-22 18:00:00,High,Incident,Closed,Amazonía,Retail,24,114.0,0
5117,2025-01-13,2025-01-20 14:00:00,High,Request,Closed,Amazonía,Retail,24,182.0,0
5118,2025-02-01,2025-02-02 02:00:00,Low,Change,Resolved,Pacífico,Ecommerce,72,26.0,1
5119,2024-02-11,2024-02-11 15:00:00,High,Incident,Closed,Andina,Partners,24,15.0,1
5120,2024-05-19,2024-05-23 12:00:00,Low,Incident,In Progress,Orinoquía,Partners,72,108.0,0
5121,2024-04-12,2024-04-18 07:00:00,Low,Incident,Resolved,Pacífico,Retail,72,151.0,0
5122,2024-01-16,2024-01-22 14:00:00,Low,Incident,Resolved,Orinoquía,Retail,72,158.0,0
5123,2025-06-22,2025-06-23 20:00:00,High,Request,Resolved,Caribe,Partners,24,44.0,0
5124,2025-01-18,2025-01-24 08:00:00,Medium,Request,In Progress,Pacífico,Partners,48,152.0,0
5125,2024-10-31,2024-11-02 01:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,49.0,1
5126,2024-12-28,2024-12-28 21:00:00,Low,Incident,Open,Caribe,Partners,72,21.0,1
5127,2025-01-28,2025-01-31 16:00:00,Low,Incident,Closed,Andina,Retail,72,88.0,0
5128,2025-01-22,2025-01-29 13:00:00,Medium,Incident,Resolved,Caribe,Ecommerce,48,181.0,0
5129,2025-03-12,2025-03-13 14:00:00,High,Request,In Progress,Orinoquía,Ecommerce,24,38.0,0
5130,2024-05-26,2024-05-26 20:00:00,Medium,Request,Closed,Orinoquía,Retail,48,20.0,1
5131,2025-09-08,2025-09-15 22:00:00,Medium,Incident,Open,Andina,Ecommerce,48,190.0,0
5132,2024-06-21,2024-06-21 12:00:00,Medium,Request,Closed,Orinoquía,Retail,48,12.0,1
5133,2024-12-25,2024-12-25 10:00:00,Medium,Change,Closed,Caribe,Partners,48,10.0,1
5134,2024-01-31,2024-02-06 11:00:00,Medium,Request,Closed,Orinoquía,Retail,48,155.0,0
5135,2025-08-23,2025-08-31 04:00:00,Medium,Incident,Resolved,Amazonía,Ecommerce,48,196.0,0
5136,2024-04-11,2024-04-12 22:00:00,Low,Request,Closed,Andina,Ecommerce,72,46.0,1
5137,2024-05-23,2024-05-27 05:00:00,High,Incident,In Progress,Andina,Partners,24,101.0,0
5138,2025-02-21,2025-02-22 10:00:00,High,Incident,Closed,Andina,Ecommerce,24,34.0,0
5139,2024-02-01,2024-02-05 03:00:00,Low,Request,Resolved,Orinoquía,Partners,72,99.0,0
5140,2024-01-19,2024-01-24 19:00:00,Low,Incident,Resolved,Pacífico,Retail,72,139.0,0
5141,2024-05-29,2024-06-02 20:00:00,High,Incident,Closed,Pacífico,Retail,24,116.0,0
5142,2024-10-20,2024-10-22 06:00:00,Medium,Incident,Resolved,Orinoquía,Ecommerce,48,54.0,0
5143,2025-01-26,2025-02-02 22:00:00,Medium,Incident,Resolved,Andina,Partners,48,190.0,0
5144,2025-05-16,2025-05-19 10:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,82.0,0
5145,2024-08-02,2024-08-08 22:00:00,Medium,Incident,Resolved,Pacífico,Ecommerce,48,166.0,0
5146,2025-08-12,2025-08-15 06:00:00,Low,Request,Closed,Andina,Retail,72,78.0,0
5147,2024-12-24,2024-12-30 14:00:00,Low,Change,Open,Orinoquía,Retail,72,158.0,0
5148,2025-02-03,2025-02-08 04:00:00,Medium,Request,Closed,Andina,Partners,48,124.0,0
5149,2024-05-24,2024-05-30 15:00:00,Medium,Request,Closed,Orinoquía,Retail,48,159.0,0
5150,2025-06-13,2025-06-13 19:00:00,High,Incident,Closed,Andina,Ecommerce,24,19.0,1
5151,2024-12-19,2024-12-27 04:00:00,High,Request,Closed,Andina,Partners,24,196.0,0
5152,2024-04-30,2024-05-05 10:00:00,Low,Incident,Closed,Orinoquía,Retail,72,130.0,0
5153,2024-04-22,2024-04-25 04:00:00,Medium,Change,Closed,Pacífico,Retail,48,76.0,0
5154,2024-01-10,2024-01-14 13:00:00,Low,Change,Closed,Pacífico,Ecommerce,72,109.0,0
5155,2025-06-23,2025-06-24 08:00:00,High,Incident,In Progress,Caribe,Retail,24,32.0,0
5156,2024-06-10,2024-06-12 04:00:00,Medium,Request,Closed,Amazonía,Ecommerce,48,52.0,0
5157,2025-06-05,2025-06-06 19:00:00,Medium,Incident,In Progress,Orinoquía,Retail,48,43.0,1
5158,2025-08-29,2025-08-31 16:00:00,Low,Change,Resolved,Caribe,Retail,72,64.0,1
5159,2024-08-05,2024-08-09 23:00:00,High,Request,Resolved,Pacífico,Partners,24,119.0,0
5160,2024-12-21,2024-12-21 21:00:00,Medium,Request,Resolved,Caribe,Retail,48,21.0,1
5161,2024-03-02,2024-03-02 09:00:00,High,Request,Resolved,Andina,Partners,24,9.0,1
5162,2025-07-12,2025-07-12 03:00:00,Medium,Request,In Progress,Orinoquía,Partners,48,3.0,1
5163,2024-12-02,2024-12-02 17:00:00,Medium,Incident,Resolved,Orinoquía,Retail,48,17.0,1
5164,2024-08-15,2024-08-23 00:00:00,High,Incident,In Progress,Amazonía,Partners,24,192.0,0
5165,2025-03-19,2025-03-24 13:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,133.0,0
5166,2025-04-29,2025-05-01 06:00:00,Low,Request,Resolved,Caribe,Retail,72,54.0,1
5167,2025-03-29,2025-04-01 14:00:00,Low,Incident,Closed,Orinoquía,Ecommerce,72,86.0,0
5168,2025-02-14,2025-02-18 23:00:00,Medium,Incident,Closed,Amazonía,Retail,48,119.0,0
5169,2024-08-01,2024-08-06 14:00:00,High,Incident,Resolved,Andina,Partners,24,134.0,0
5170,2025-06-22,2025-06-22 08:00:00,Medium,Request,Closed,Pacífico,Partners,48,8.0,1
5171,2024-01-04,2024-01-05 03:00:00,High,Request,Closed,Pacífico,Retail,24,27.0,0
5172,2025-02-19,2025-02-23 15:00:00,High,Incident,Resolved,Orinoquía,Retail,24,111.0,0
5173,2024-05-19,2024-05-20 09:00:00,Low,Request,Resolved,Orinoquía,Retail,72,33.0,1
5174,2025-01-20,2025-01-28 03:00:00,Medium,Change,In Progress,Orinoquía,Retail,48,195.0,0
5175,2025-08-10,2025-08-17 11:00:00,Critical,Incident,Resolved,Pacífico,Retail,24,179.0,0
5176,2024-11-26,2024-11-26 02:00:00,Low,Request,Closed,Amazonía,Ecommerce,72,2.0,1
5177,2024-11-19,2024-11-24 03:00:00,Medium,Incident,Closed,Andina,Partners,48,123.0,0
5178,2025-03-15,2025-03-18 14:00:00,High,Incident,Resolved,Caribe,Retail,24,86.0,0
5179,2024-10-09,2024-10-16 23:00:00,Low,Incident,Closed,Pacífico,Ecommerce,72,191.0,0
5180,2024-09-24,2024-09-24 10:00:00,Low,Request,In Progress,Pacífico,Ecommerce,72,10.0,1
5181,2025-02-16,2025-02-19 06:00:00,Medium,Request,Closed,Pacífico,Ecommerce,48,78.0,0
5182,2025-09-22,2025-09-24 21:00:00,Low,Incident,Closed,Amazonía,Ecommerce,72,69.0,1
5183,2024-04-16,2024-04-16 02:00:00,Medium,Incident,In Progress,Pacífico,Ecommerce,48,2.0,1
5184,2025-07-12,2025-07-17 05:00:00,Low,Incident,Resolved,Pacífico,Partners,72,125.0,0
5185,2024-11-11,2024-11-14 17:00:00,Medium,Incident,Resolved,Orinoquía,Partners,48,89.0,0
5186,2024-12-07,2024-12-13 20:00:00,Low,Incident,Closed,Caribe,Ecommerce,72,164.0,0
5187,2024-02-25,2024-02-28 13:00:00,Low,Request,Closed,Orinoquía,Partners,72,85.0,0
5188,2024-01-14,2024-01-16 19:00:00,Medium,Request,Closed,Pacífico,Partners,48,67.0,0
5189,2025-01-19,2025-01-26 13:00:00,Critical,Incident,Closed,Andina,Ecommerce,24,181.0,0
5190,2024-07-12,2024-07-16 22:00:00,Critical,Request,Resolved,Andina,Ecommerce,24,118.0,0
5191,2025-07-18,2025-07-23 03:00:00,Low,Incident,Closed,Caribe,Retail,72,123.0,0
5192,2025-05-16,2025-05-16 02:00:00,Low,Incident,Resolved,Andina,Retail,72,2.0,1
5193,2024-09-09,2024-09-15 22:00:00,Medium,Incident,In Progress,Caribe,Retail,48,166.0,0
5194,2024-12-10,2024-12-18 07:00:00,Low,Request,Closed,Pacífico,Ecommerce,72,199.0,0
5195,2025-02-24,2025-02-25 10:00:00,Medium,Request,In Progress,Orinoquía,Retail,48,34.0,1
5196,2024-08-05,2024-08-05 18:00:00,Medium,Request,Closed,Amazonía,Partners,48,18.0,1
5197,2025-03-24,2025-03-25 21:00:00,Low,Request,Resolved,Amazonía,Retail,72,45.0,1
5198,2024-02-22,2024-02-23 00:00:00,Critical,Incident,Resolved,Caribe,Partners,24,24.0,1
5199,2024-01-16,2024-01-21 05:00:00,High,Incident,Closed,Pacífico,Partners,24,125.0,0
5200,2024-04-26,2024-05-03 23:00:00,High,Incident,Resolved,Andina,Ecommerce,24,191.0,0
5201,2025-09-07,2025-09-14 00:00:00,High,Incident,Resolved,Amazonía,Retail,24,168.0,0
5202,2024-06-17,2024-06-22 08:00:00,Low,Incident,Resolved,Orinoquía,Ecommerce,72,128.0,0
5203,2024-07-31,2024-08-04 15:00:00,High,Incident,Closed,Pacífico,Ecommerce,24,111.0,0
5204,2025-08-06,2025-08-06 08:00:00,Low,Incident,Closed,Caribe,Partners,72,8.0,1
5205,2024-07-08,2024-07-11 14:00:00,High,Request,Closed,Amazonía,Partners,24,86.0,0
5206,2025-09-01,2025-09-07 21:00:00,Medium,Change,In Progress,Andina,Ecommerce,48,165.0,0
5207,2025-07-18,2025-07-22 11:00:00,Low,Incident,Open,Orinoquía,Retail,72,107.0,0
5208,2024-03-18,2024-03-21 01:00:00,Medium,Request,In Progress,Caribe,Ecommerce,48,73.0,0
